item_id,order_id,item_name,quantity,order_date,order_time,unit_price,Total_price,item_size,item_category,item_ingredients
8283,80660,Quarter Pounder,5,2023-07-16,14:22:00,5.65,28.25,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8284,34760,McFlurry,5,2023-11-22,19:07:00,6.4,32.0,Large,Burger,"Ice Cream, Candy"
8285,98955,Cheeseburger,1,2023-02-11,08:40:00,6.18,6.18,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8286,13742,Sundae,4,2023-10-05,15:44:00,5.2,20.8,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8287,7287,Sprite,5,2023-05-06,22:20:00,5.13,25.65,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8288,41987,Sprite,5,2023-04-30,14:35:00,4.93,24.65,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8289,74450,Iced Coffee,4,2023-08-27,14:52:00,6.6,26.4,Large,Burger,"Coffee, Ice, Sugar, Cream"
8290,66931,Smoothie,5,2023-08-29,23:22:00,4.78,23.9,Small,Burger,"Fruit Puree, Yogurt, Ice"
8291,77981,Chicken Nuggets,5,2023-10-16,07:50:00,5.61,28.05,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8292,53797,McChicken,1,2023-06-12,14:52:00,5.3,5.3,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8293,82364,Cheeseburger,5,2023-03-18,17:42:00,5.1,25.5,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8294,89609,Smoothie,3,2023-06-08,06:31:00,6.21,18.63,Large,Burger,"Fruit Puree, Yogurt, Ice"
8295,50933,Egg McMuffin,3,2023-10-19,23:57:00,5.14,15.42,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8296,99615,Chicken Nuggets,1,2023-03-31,16:32:00,5.52,5.52,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8297,44341,McFlurry,2,2023-06-14,10:26:00,4.08,8.16,Medium,Burger,"Ice Cream, Candy"
8298,60453,Filet-O-Fish,3,2023-09-27,14:14:00,7.01,21.03,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8299,10041,Egg McMuffin,5,2023-01-26,08:31:00,6.84,34.2,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8300,77952,Egg McMuffin,4,2023-10-02,21:07:00,4.68,18.72,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8301,55262,French Fries,5,2023-05-05,13:44:00,5.65,28.25,Large,Burger,"Potatoes, Salt"
8302,99599,Cheeseburger,1,2023-01-31,16:14:00,6.78,6.78,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8303,4073,Coca Cola,4,2023-05-18,07:35:00,4.93,19.72,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8304,26014,Sprite,3,2023-12-09,08:17:00,4.96,14.88,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8305,63626,McFlurry,2,2023-03-22,15:20:00,4.19,8.38,Small,Burger,"Ice Cream, Candy"
8306,5518,Sprite,3,2023-03-30,20:32:00,5.13,15.39,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8307,35528,Filet-O-Fish,3,2023-03-13,13:13:00,7.21,21.63,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8308,88073,Chicken Nuggets,2,2023-08-16,11:49:00,5.25,10.5,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8309,95967,McFlurry,5,2023-09-14,23:12:00,5.72,28.6,Medium,Burger,"Ice Cream, Candy"
8310,97114,French Fries,2,2023-03-12,21:30:00,6.06,12.12,Medium,Burger,"Potatoes, Salt"
8311,62555,Big Mac,5,2023-12-10,23:15:00,4.85,24.25,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8312,71105,Egg McMuffin,5,2023-08-18,18:36:00,4.63,23.15,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8313,66823,McChicken,5,2023-01-18,19:11:00,5.55,27.75,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8314,62888,McChicken,5,2023-07-14,07:12:00,5.39,26.95,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8315,36589,Smoothie,1,2023-06-04,22:32:00,5.65,5.65,Large,Burger,"Fruit Puree, Yogurt, Ice"
8316,15880,Quarter Pounder,3,2023-08-06,08:44:00,4.0,12.0,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8317,80909,Coca Cola,5,2023-01-26,09:16:00,4.87,24.35,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8318,40918,Smoothie,1,2023-05-07,19:08:00,5.02,5.02,Small,Burger,"Fruit Puree, Yogurt, Ice"
8319,85099,Filet-O-Fish,3,2023-03-31,17:03:00,6.97,20.91,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
8320,70165,Cheeseburger,5,2023-06-21,18:37:00,4.14,20.7,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8321,38685,Big Mac,2,2023-09-09,10:40:00,5.82,11.64,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8322,21796,Coca Cola,4,2023-09-22,14:49:00,5.11,20.44,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8323,50183,Egg McMuffin,2,2023-05-21,10:16:00,4.5,9.0,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8324,51753,Sundae,3,2023-06-28,14:22:00,4.63,13.89,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8325,60013,Coca Cola,3,2023-12-02,19:39:00,5.11,15.33,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8326,56935,Sprite,3,2023-04-17,22:09:00,4.06,12.18,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8327,85365,Filet-O-Fish,2,2023-08-18,18:12:00,5.71,11.42,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8328,11586,McChicken,2,2023-11-16,10:05:00,5.05,10.1,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8329,54059,Sprite,1,2023-10-08,06:10:00,6.54,6.54,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8330,87728,Smoothie,3,2023-06-20,07:14:00,6.4,19.2,Small,Burger,"Fruit Puree, Yogurt, Ice"
8331,92299,Coca Cola,3,2023-10-24,06:06:00,5.6,16.8,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8332,25435,Coca Cola,2,2023-08-06,19:54:00,5.95,11.9,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8333,19217,Chicken Nuggets,3,2023-08-01,22:21:00,6.06,18.18,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8334,9679,Egg McMuffin,3,2023-04-20,15:19:00,4.15,12.45,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8335,77922,Coca Cola,4,2023-04-29,10:15:00,6.92,27.68,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8336,25692,Egg McMuffin,5,2023-11-06,20:12:00,5.01,25.05,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8337,65225,Sundae,5,2023-10-27,17:13:00,6.65,33.25,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8338,71056,Chicken Nuggets,1,2023-07-30,20:07:00,5.56,5.56,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8339,64132,Sprite,1,2023-12-26,20:27:00,6.67,6.67,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8340,92651,Smoothie,4,2023-08-14,10:02:00,6.03,24.12,Large,Burger,"Fruit Puree, Yogurt, Ice"
8341,43235,Quarter Pounder,2,2023-10-10,16:56:00,4.05,8.1,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8342,18362,Quarter Pounder,2,2023-08-04,13:38:00,6.44,12.88,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8343,57484,Filet-O-Fish,4,2023-11-24,16:13:00,6.28,25.12,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8344,98972,Apple Pie,2,2023-08-18,14:23:00,5.84,11.68,Medium,Burger,"Apple, Sugar, Pastry"
8345,94466,Sundae,3,2023-10-19,19:12:00,5.56,16.68,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8346,96119,Smoothie,3,2023-01-21,17:46:00,6.43,19.29,Large,Burger,"Fruit Puree, Yogurt, Ice"
8347,72176,French Fries,5,2023-06-06,14:48:00,6.91,34.55,Large,Burger,"Potatoes, Salt"
8348,65081,Chicken Nuggets,4,2023-10-14,15:55:00,5.9,23.6,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8349,55238,Quarter Pounder,5,2023-02-12,13:36:00,4.58,22.9,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8350,71588,Quarter Pounder,1,2023-05-09,06:56:00,4.61,4.61,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8351,9989,Smoothie,5,2023-09-11,09:53:00,4.39,21.95,Large,Burger,"Fruit Puree, Yogurt, Ice"
8352,70998,Egg McMuffin,4,2023-04-04,16:41:00,6.95,27.8,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8353,8309,Sprite,2,2023-02-10,18:17:00,5.11,10.22,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8354,8231,Chicken Nuggets,4,2023-05-02,08:33:00,5.73,22.92,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8355,16177,McChicken,3,2023-05-18,16:48:00,5.72,17.16,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8356,59560,French Fries,1,2023-09-12,20:36:00,6.55,6.55,Small,Burger,"Potatoes, Salt"
8357,9001,Apple Pie,1,2023-10-01,11:15:00,6.12,6.12,Large,Burger,"Apple, Sugar, Pastry"
8358,10768,French Fries,1,2023-03-02,13:55:00,4.16,4.16,Large,Burger,"Potatoes, Salt"
8359,21104,Egg McMuffin,5,2023-03-01,23:50:00,4.48,22.4,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8360,51141,Apple Pie,1,2023-09-10,17:44:00,5.3,5.3,Medium,Burger,"Apple, Sugar, Pastry"
8361,2351,McFlurry,4,2023-03-03,19:06:00,6.38,25.52,Large,Burger,"Ice Cream, Candy"
8362,15454,Cheeseburger,1,2023-05-24,15:56:00,5.94,5.94,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8363,66882,Filet-O-Fish,4,2023-01-19,12:14:00,6.33,25.32,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8364,18579,Cheeseburger,5,2023-08-12,06:31:00,5.65,28.25,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8365,53777,Filet-O-Fish,3,2023-10-15,20:15:00,6.12,18.36,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8366,22589,Sundae,1,2023-10-20,14:17:00,4.13,4.13,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8367,15212,Sprite,2,2023-02-27,17:56:00,4.03,8.06,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8368,63046,McChicken,5,2023-05-16,11:33:00,6.3,31.5,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8369,98635,McChicken,3,2023-03-09,14:31:00,5.61,16.83,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8370,33934,Sundae,4,2023-12-18,06:22:00,4.36,17.44,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8371,32302,Iced Coffee,1,2023-03-26,11:40:00,6.35,6.35,Small,Burger,"Coffee, Ice, Sugar, Cream"
8372,28555,French Fries,4,2023-05-15,18:12:00,6.47,25.88,Medium,Burger,"Potatoes, Salt"
8373,33049,Coca Cola,2,2023-03-20,15:11:00,5.88,11.76,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8374,36174,Big Mac,4,2023-11-24,17:05:00,6.25,25.0,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8375,83784,Smoothie,4,2023-01-03,14:43:00,5.71,22.84,Large,Burger,"Fruit Puree, Yogurt, Ice"
8376,75625,McFlurry,3,2023-03-14,23:09:00,4.67,14.01,Large,Burger,"Ice Cream, Candy"
8377,84510,Iced Coffee,1,2023-07-21,18:46:00,4.65,4.65,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8378,72402,Cheeseburger,2,2023-07-04,11:22:00,5.76,11.52,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8379,72283,Egg McMuffin,2,2023-12-31,18:03:00,5.87,11.74,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8380,99854,McFlurry,5,2023-02-23,11:40:00,5.2,26.0,Medium,Burger,"Ice Cream, Candy"
8381,67198,Filet-O-Fish,2,2023-05-03,08:30:00,5.73,11.46,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8382,60971,McChicken,2,2023-02-08,06:30:00,5.14,10.28,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8383,53343,Coca Cola,4,2023-08-24,16:34:00,4.18,16.72,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8384,26604,McChicken,4,2023-11-15,16:27:00,5.59,22.36,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8385,47357,Cheeseburger,3,2023-08-21,07:43:00,6.74,20.22,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8386,3525,Egg McMuffin,3,2023-07-14,07:26:00,4.09,12.27,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8387,67576,Cheeseburger,5,2023-01-03,23:54:00,6.3,31.5,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8388,38185,Iced Coffee,3,2023-02-17,23:18:00,4.6,13.8,Large,Burger,"Coffee, Ice, Sugar, Cream"
8389,9306,Sprite,4,2023-11-27,21:24:00,6.75,27.0,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8390,12640,Filet-O-Fish,1,2023-04-07,09:53:00,7.16,7.16,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8391,88346,Coca Cola,1,2023-11-06,20:15:00,5.64,5.64,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8392,34506,Chicken Nuggets,3,2023-04-02,06:24:00,6.47,19.41,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8393,91391,McFlurry,1,2023-03-30,07:39:00,5.5,5.5,Medium,Burger,"Ice Cream, Candy"
8394,96334,Sundae,5,2023-03-10,09:42:00,5.18,25.9,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8395,49135,Quarter Pounder,2,2023-02-16,13:56:00,5.98,11.96,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8396,19658,Chicken Nuggets,4,2023-04-19,16:32:00,6.18,24.72,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8397,83948,Cheeseburger,1,2023-06-21,21:13:00,5.7,5.7,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8398,31230,Smoothie,3,2023-10-10,06:31:00,5.98,17.94,Small,Burger,"Fruit Puree, Yogurt, Ice"
8399,15502,Filet-O-Fish,3,2023-10-19,08:46:00,7.19,21.57,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8400,68610,Filet-O-Fish,2,2023-05-30,08:19:00,5.8,11.6,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8401,93360,Sprite,4,2023-09-28,14:40:00,6.14,24.56,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8402,41929,McChicken,4,2023-02-12,07:15:00,5.97,23.88,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8403,39203,Iced Coffee,5,2023-07-07,20:59:00,6.9,34.5,Large,Burger,"Coffee, Ice, Sugar, Cream"
8404,58410,McFlurry,2,2023-06-28,18:59:00,4.62,9.24,Large,Burger,"Ice Cream, Candy"
8405,46157,Coca Cola,5,2023-07-30,06:25:00,5.3,26.5,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8406,76906,Cheeseburger,2,2023-08-15,09:55:00,6.69,13.38,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8407,42597,Big Mac,3,2023-06-07,18:59:00,4.89,14.67,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8408,45896,Apple Pie,3,2023-09-04,16:32:00,5.96,17.88,Large,Burger,"Apple, Sugar, Pastry"
8409,49691,Filet-O-Fish,1,2023-09-06,08:14:00,6.19,6.19,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8410,35217,McChicken,2,2023-07-06,18:58:00,6.0,12.0,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8411,68580,Egg McMuffin,3,2023-06-22,10:04:00,4.73,14.19,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8412,34432,Iced Coffee,2,2023-07-17,16:51:00,5.96,11.92,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8413,38234,McFlurry,5,2023-10-14,15:51:00,5.69,28.45,Medium,Burger,"Ice Cream, Candy"
8414,13500,Smoothie,1,2023-12-28,15:06:00,4.17,4.17,Small,Burger,"Fruit Puree, Yogurt, Ice"
8415,91833,Sprite,4,2023-12-10,07:41:00,4.06,16.24,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8416,4548,Sprite,5,2023-08-03,17:49:00,4.55,22.75,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8417,21012,Sprite,2,2023-09-19,14:34:00,6.77,13.54,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8418,65430,McFlurry,5,2023-03-15,16:39:00,4.33,21.65,Small,Burger,"Ice Cream, Candy"
8419,36536,Apple Pie,3,2023-05-01,16:04:00,5.31,15.93,Small,Burger,"Apple, Sugar, Pastry"
8420,57717,Apple Pie,3,2023-07-26,19:05:00,4.46,13.38,Small,Burger,"Apple, Sugar, Pastry"
8421,35325,Sprite,1,2023-03-02,20:13:00,5.34,5.34,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8422,43904,Cheeseburger,1,2023-10-01,08:24:00,5.53,5.53,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8423,25315,Filet-O-Fish,5,2023-08-10,06:18:00,6.29,31.45,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8424,26524,Coca Cola,5,2023-08-14,12:14:00,6.48,32.4,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8425,25731,Coca Cola,3,2023-09-13,06:35:00,4.22,12.66,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8426,47863,Smoothie,4,2023-06-25,15:06:00,5.12,20.48,Small,Burger,"Fruit Puree, Yogurt, Ice"
8427,21773,Chicken Nuggets,3,2023-09-13,06:18:00,5.8,17.4,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8428,42199,Iced Coffee,1,2023-09-19,11:38:00,6.02,6.02,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8429,36209,Iced Coffee,2,2023-11-10,15:47:00,5.66,11.32,Large,Burger,"Coffee, Ice, Sugar, Cream"
8430,87338,Coca Cola,3,2023-01-25,21:35:00,6.37,19.11,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8431,40367,Quarter Pounder,5,2023-02-16,07:39:00,4.55,22.75,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8432,22708,Quarter Pounder,1,2023-01-28,11:21:00,6.71,6.71,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8433,33728,Cheeseburger,1,2023-06-21,06:46:00,4.6,4.6,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8434,76778,Big Mac,5,2023-01-09,13:25:00,6.16,30.8,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8435,29785,Sundae,4,2023-11-18,15:38:00,6.81,27.24,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8436,43622,Sundae,2,2023-08-09,10:58:00,4.87,9.74,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8437,35091,McChicken,3,2023-11-06,12:12:00,6.06,18.18,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8438,2710,Egg McMuffin,1,2023-07-09,20:01:00,6.3,6.3,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8439,36712,French Fries,2,2023-03-26,08:29:00,5.77,11.54,Medium,Burger,"Potatoes, Salt"
8440,74910,Quarter Pounder,1,2023-02-27,18:56:00,5.71,5.71,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8441,93437,Big Mac,1,2023-09-10,07:46:00,6.28,6.28,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8442,96910,Sprite,5,2023-12-12,16:36:00,5.44,27.2,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8443,97681,Iced Coffee,5,2023-02-13,11:01:00,4.5,22.5,Large,Burger,"Coffee, Ice, Sugar, Cream"
8444,16593,Sprite,1,2023-06-11,17:25:00,4.75,4.75,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8445,23940,Apple Pie,3,2023-12-16,21:37:00,4.72,14.16,Medium,Burger,"Apple, Sugar, Pastry"
8446,12718,Quarter Pounder,1,2023-03-30,23:44:00,4.01,4.01,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8447,98021,Sundae,4,2023-06-26,15:48:00,4.96,19.84,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8448,48572,Coca Cola,4,2023-04-22,17:57:00,6.69,26.76,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8449,72277,Smoothie,1,2023-02-09,06:07:00,6.04,6.04,Large,Burger,"Fruit Puree, Yogurt, Ice"
8450,73291,French Fries,3,2023-09-06,13:16:00,6.04,18.12,Large,Burger,"Potatoes, Salt"
8451,59246,Cheeseburger,4,2023-10-31,15:07:00,5.68,22.72,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8452,23972,Smoothie,3,2023-11-26,15:15:00,5.86,17.58,Large,Burger,"Fruit Puree, Yogurt, Ice"
8453,91516,Quarter Pounder,3,2023-11-12,10:11:00,4.01,12.03,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8454,25513,McChicken,1,2023-08-24,07:25:00,5.19,5.19,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8455,53971,Apple Pie,1,2023-12-22,06:44:00,4.89,4.89,Small,Burger,"Apple, Sugar, Pastry"
8456,14405,Big Mac,5,2023-12-25,21:46:00,6.49,32.45,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8457,49382,Coca Cola,3,2023-12-05,08:40:00,5.39,16.17,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8458,56257,Sundae,3,2023-06-21,06:57:00,6.82,20.46,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8459,52258,Smoothie,5,2023-06-19,14:47:00,5.75,28.75,Small,Burger,"Fruit Puree, Yogurt, Ice"
8460,57067,Apple Pie,5,2023-05-20,16:40:00,6.27,31.35,Medium,Burger,"Apple, Sugar, Pastry"
8461,43987,Apple Pie,3,2023-06-27,18:13:00,4.38,13.14,Medium,Burger,"Apple, Sugar, Pastry"
8462,96133,Filet-O-Fish,5,2023-07-30,08:20:00,7.41,37.05,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8463,9738,Filet-O-Fish,4,2023-10-12,22:56:00,6.93,27.72,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
8464,18394,Chicken Nuggets,4,2023-11-30,10:19:00,5.37,21.48,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8465,94668,Coca Cola,1,2023-04-15,15:00:00,6.92,6.92,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8466,69499,Coca Cola,3,2023-06-23,12:15:00,5.68,17.04,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8467,22797,Quarter Pounder,3,2023-04-19,15:20:00,6.22,18.66,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8468,66137,Sprite,4,2023-06-10,13:34:00,6.14,24.56,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8469,6734,Egg McMuffin,2,2023-07-26,20:44:00,6.87,13.74,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8470,94479,Filet-O-Fish,1,2023-11-20,06:04:00,7.16,7.16,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
8471,6063,Smoothie,2,2023-08-04,09:15:00,4.44,8.88,Small,Burger,"Fruit Puree, Yogurt, Ice"
8472,73960,Sundae,1,2023-04-15,22:42:00,4.03,4.03,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8473,58635,Egg McMuffin,2,2023-02-02,15:54:00,5.36,10.72,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8474,81951,Apple Pie,2,2023-10-07,22:00:00,4.93,9.86,Medium,Burger,"Apple, Sugar, Pastry"
8475,84720,Apple Pie,1,2023-10-31,14:52:00,4.7,4.7,Small,Burger,"Apple, Sugar, Pastry"
8476,49397,Big Mac,4,2023-05-08,23:18:00,5.25,21.0,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8477,67448,Big Mac,1,2023-04-23,08:09:00,4.52,4.52,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8478,49138,Egg McMuffin,2,2023-11-19,18:21:00,4.33,8.66,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8479,39552,Sundae,3,2023-03-10,14:17:00,6.82,20.46,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8480,63485,Cheeseburger,3,2023-11-01,09:15:00,6.63,19.89,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8481,16888,Coca Cola,3,2023-12-12,06:21:00,4.21,12.63,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8482,16538,Filet-O-Fish,3,2023-05-23,18:56:00,6.18,18.54,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8483,39158,Apple Pie,2,2023-08-02,21:47:00,6.27,12.54,Small,Burger,"Apple, Sugar, Pastry"
8484,63251,French Fries,4,2023-01-16,11:11:00,4.29,17.16,Medium,Burger,"Potatoes, Salt"
8485,22938,French Fries,4,2023-01-04,17:18:00,4.24,16.96,Medium,Burger,"Potatoes, Salt"
8486,25131,Quarter Pounder,3,2023-06-14,23:00:00,5.26,15.78,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8487,69833,Smoothie,1,2023-07-04,08:04:00,6.97,6.97,Large,Burger,"Fruit Puree, Yogurt, Ice"
8488,65825,McFlurry,4,2023-02-13,23:22:00,6.49,25.96,Small,Burger,"Ice Cream, Candy"
8489,81690,Cheeseburger,5,2023-03-02,09:19:00,4.63,23.15,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8490,38754,Iced Coffee,3,2023-07-11,17:57:00,6.97,20.91,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8491,41031,French Fries,3,2023-07-17,09:33:00,5.81,17.43,Large,Burger,"Potatoes, Salt"
8492,90183,Cheeseburger,1,2023-02-23,21:27:00,4.41,4.41,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8493,16230,French Fries,4,2023-12-04,11:03:00,4.53,18.12,Small,Burger,"Potatoes, Salt"
